epoch,step,train_loss
0,49,0.3955717086791992
0,99,0.3860101103782654
0,149,0.3899209201335907
0,199,0.37301650643348694
0,249,0.38248512148857117
0,299,0.37160754203796387
0,349,0.36519691348075867
0,399,0.37313759326934814
0,449,0.38379788398742676
0,499,0.3716990351676941
0,549,0.34356358647346497
0,599,0.3577093780040741
0,649,0.3531963527202606
0,699,0.36583948135375977
0,749,0.34587180614471436
0,799,0.3429775536060333
0,849,0.338794082403183
0,899,0.3507256507873535
0,949,0.3462269604206085
0,999,0.352599173784256
0,1049,0.3334650695323944
0,1099,0.33407866954803467
0,1149,0.33582696318626404
0,1199,0.32761332392692566
0,1249,0.3330484926700592
0,1299,0.3254651129245758
0,1349,0.3279058635234833
0,1399,0.3131338357925415
0,1449,0.3199308514595032
0,1499,0.31590789556503296
0,1549,0.32782837748527527
0,1599,0.3176605999469757
0,1649,0.31896620988845825
0,1699,0.309627890586853
0,1749,0.30747488141059875
0,1799,0.30839988589286804
0,1849,0.31563523411750793
0,1899,0.2985592186450958
0,1949,0.3142559826374054
0,1999,0.28671717643737793
0,2049,0.3018718361854553
0,2099,0.2923571467399597
0,2149,0.28273913264274597
0,2199,0.2844080626964569
0,2249,0.30673307180404663
0,2299,0.2856694459915161
0,2349,0.2884780466556549
0,2399,0.28021055459976196
0,2449,0.29178205132484436
0,2499,0.3035230040550232
0,2549,0.28034472465515137
0,2599,0.27449700236320496
0,2649,0.28904932737350464
0,2699,0.272249311208725
0,2749,0.2630283236503601
0,2799,0.2644331753253937
0,2849,0.3001265823841095
0,2899,0.28635331988334656
0,2949,0.274133563041687
0,2999,0.26513054966926575
0,3049,0.25591978430747986
0,3099,0.24222999811172485
0,3149,0.27123767137527466
0,3199,0.2620272934436798
0,3249,0.2707909345626831
0,3299,0.2561589479446411
0,3349,0.24510009586811066
0,3399,0.2669307589530945
0,3449,0.23222339153289795
0,3499,0.3026385009288788
0,3549,0.2565603256225586
0,3599,0.23656822741031647
0,3649,0.24722746014595032
0,3699,0.23539642989635468
0,3749,0.2440052181482315
0,3799,0.2699553668498993
0,3849,0.2305530458688736
0,3899,0.24370799958705902
0,3949,0.2366550713777542
0,3999,0.22171752154827118
0,4049,0.23681113123893738
0,4099,0.22318394482135773
0,4149,0.22812598943710327
0,4199,0.22846299409866333
0,4249,0.24100737273693085
0,4299,0.24666066467761993
0,4349,0.23775218427181244
0,4399,0.2234455794095993
0,4449,0.2134888768196106
0,4499,0.20677395164966583
0,4549,0.21110108494758606
