epoch,step,train_loss
0,49,0.39609846472740173
0,99,0.3863357901573181
0,149,0.39150866866111755
0,199,0.37613144516944885
0,249,0.38390761613845825
0,299,0.3739243149757385
0,349,0.36731764674186707
0,399,0.37365418672561646
0,449,0.3868580460548401
0,499,0.3751567006111145
0,549,0.3467235267162323
0,599,0.36443081498146057
0,649,0.356345534324646
0,699,0.37249401211738586
0,749,0.3496392071247101
0,799,0.3466435372829437
0,849,0.3419148325920105
0,899,0.357217401266098
0,949,0.35384708642959595
0,999,0.3541311025619507
0,1049,0.3359694480895996
0,1099,0.34494608640670776
0,1149,0.34356972575187683
0,1199,0.3356472849845886
0,1249,0.3368549048900604
0,1299,0.32878392934799194
0,1349,0.3333264887332916
0,1399,0.3229064345359802
0,1449,0.3257400393486023
0,1499,0.3244118094444275
0,1549,0.33928531408309937
0,1599,0.3263597786426544
0,1649,0.33151400089263916
0,1699,0.3152409791946411
0,1749,0.31243574619293213
0,1799,0.3167763352394104
0,1849,0.3280404508113861
0,1899,0.32762694358825684
0,1949,0.3224945366382599
0,1999,0.29276055097579956
0,2049,0.31240910291671753
0,2099,0.30328458547592163
0,2149,0.2958948016166687
0,2199,0.2956733703613281
0,2249,0.3182213306427002
0,2299,0.30001378059387207
0,2349,0.2891325354576111
0,2399,0.29142969846725464
0,2449,0.3037545680999756
0,2499,0.3142659068107605
0,2549,0.2871941328048706
0,2599,0.27909055352211
0,2649,0.29508668184280396
0,2699,0.2776585817337036
0,2749,0.2796633243560791
0,2799,0.2870635986328125
0,2849,0.30752578377723694
0,2899,0.3036430776119232
0,2949,0.29280856251716614
0,2999,0.2669627070426941
0,3049,0.26476120948791504
0,3099,0.25699594616889954
0,3149,0.28436097502708435
0,3199,0.27303749322891235
0,3249,0.2942827343940735
0,3299,0.2740142047405243
0,3349,0.2659344971179962
0,3399,0.2722494900226593
0,3449,0.24618816375732422
0,3499,0.29346945881843567
0,3549,0.2742675542831421
0,3599,0.2523730397224426
0,3649,0.25512754917144775
0,3699,0.24869360029697418
0,3749,0.25701338052749634
0,3799,0.273847371339798
0,3849,0.2395591288805008
0,3899,0.2558877468109131
0,3949,0.24057891964912415
0,3999,0.2366189956665039
0,4049,0.2475249022245407
0,4099,0.24394777417182922
0,4149,0.23863118886947632
0,4199,0.23434412479400635
0,4249,0.24972456693649292
0,4299,0.25493937730789185
0,4349,0.2676059603691101
0,4399,0.238206148147583
0,4449,0.22878380119800568
0,4499,0.2348785549402237
0,4549,0.23667225241661072
0,4599,0.2421634942293167
0,4649,0.21437416970729828
0,4699,0.23512239754199982
0,4749,0.2258206158876419
0,4799,0.24408158659934998
0,4849,0.22032156586647034
0,4899,0.24275296926498413
0,4949,0.21723714470863342
0,4999,0.21935728192329407
0,5049,0.24722418189048767
0,5099,0.2256348580121994
0,5149,0.23210382461547852
0,5199,0.2209959179162979
0,5249,0.26118171215057373
0,5299,0.2206260859966278
0,5349,0.22088150680065155
0,5399,0.23501308262348175
0,5449,0.2409410923719406
0,5499,0.2304636687040329
0,5549,0.20766861736774445
0,5599,0.2287745475769043
0,5649,0.21234898269176483
0,5699,0.23399046063423157
0,5749,0.23164582252502441
0,5799,0.19680503010749817
0,5849,0.220513254404068
0,5899,0.19224804639816284
0,5949,0.20160457491874695
0,5999,0.20536299049854279
0,6049,0.20241427421569824
0,6099,0.2076425850391388
0,6149,0.2102373242378235
0,6199,0.2003605216741562
0,6249,0.21976207196712494
0,6299,0.19369421899318695
0,6349,0.19084513187408447
0,6399,0.19000060856342316
0,6449,0.18718291819095612
0,6499,0.21070964634418488
0,6549,0.19152943789958954
0,6599,0.2018548846244812
0,6649,0.18445853888988495
0,6699,0.2047848254442215
0,6749,0.2012154906988144
0,6799,0.20748884975910187
0,6849,0.17488984763622284
0,6899,0.2045593112707138
0,6949,0.21099625527858734
0,6999,0.20971620082855225
0,7049,0.19800683856010437
0,7099,0.17410017549991608
0,7149,0.20294374227523804
0,7199,0.1865849643945694
0,7249,0.20058178901672363
0,7299,0.18964152038097382
0,7349,0.18450090289115906
0,7399,0.18545085191726685
0,7449,0.17962361872196198
0,7499,0.20146052539348602
0,7549,0.20580796897411346
0,7599,0.17772221565246582
0,7649,0.18597272038459778
0,7699,0.20273570716381073
0,7749,0.16092661023139954
0,7799,0.18101267516613007
0,7849,0.19267454743385315
0,7899,0.1885857880115509
0,7949,0.19339460134506226
0,7999,0.18825878202915192
0,8049,0.16546058654785156
0,8099,0.18914064764976501
0,8149,0.19886648654937744
0,8199,0.1607826203107834
0,8249,0.18047912418842316
0,8299,0.16245676577091217
0,8349,0.18271905183792114
0,8399,0.1645563840866089
0,8449,0.1785203516483307
0,8499,0.18116633594036102
0,8549,0.1934429258108139
0,8599,0.1971072107553482
0,8649,0.19649957120418549
0,8699,0.1651744544506073
0,8749,0.1661161482334137
0,8799,0.15216603875160217
0,8849,0.18209101259708405
0,8899,0.18865343928337097
0,8949,0.16680209338665009
0,8999,0.15452392399311066
0,9049,0.14482560753822327
0,9099,0.16793368756771088
0,9149,0.15357857942581177
0,9199,0.1460554152727127
0,9249,0.15282213687896729
0,9299,0.1829669028520584
0,9349,0.154832661151886
0,9399,0.19340328872203827
0,9449,0.18537619709968567
0,9499,0.17046098411083221
0,9549,0.1671590358018875
0,9599,0.14958640933036804
0,9649,0.17837992310523987
0,9699,0.1781531125307083
0,9749,0.16513614356517792
0,9799,0.15473216772079468
0,9849,0.165440633893013
0,9899,0.1595030426979065
0,9949,0.14148733019828796
0,9999,0.14745934307575226
0,10049,0.17196078598499298
0,10099,0.16301801800727844
0,10149,0.142650306224823
0,10199,0.1426221877336502
0,10249,0.1583768129348755
0,10299,0.1406460553407669
0,10349,0.14064237475395203
0,10399,0.140594482421875
0,10449,0.15782350301742554
0,10499,0.1296267956495285
0,10549,0.1565048098564148
0,10599,0.1470869928598404
0,10649,0.17235706746578217
0,10699,0.15662066638469696
0,10749,0.14689692854881287
0,10799,0.1424844115972519
0,10849,0.14586737751960754
0,10899,0.1639147698879242
0,10949,0.151428684592247
0,10999,0.154977485537529
0,11049,0.1465071737766266
0,11099,0.1529931128025055
0,11149,0.14016622304916382
0,11199,0.16578003764152527
0,11249,0.16798804700374603
0,11299,0.12775518000125885
0,11349,0.1334606558084488
0,11399,0.15501494705677032
0,11449,0.13626568019390106
0,11499,0.1388845592737198
0,11549,0.1360383927822113
0,11599,0.2536458671092987
0,11649,0.15134313702583313
0,11699,0.18133515119552612
0,11749,0.1301278918981552
0,11799,0.13859838247299194
0,11849,0.15200580656528473
0,11899,0.12920600175857544
0,11949,0.17438210546970367
0,11999,0.14718908071517944
0,12049,0.233799010515213
0,12099,0.15593023598194122
0,12149,0.14318615198135376
0,12199,0.1273506134748459
0,12249,0.166608989238739
0,12299,0.14277274906635284
0,12349,0.13540802896022797
0,12399,0.17108473181724548
0,12449,0.13284122943878174
0,12499,0.13381008803844452
0,12549,0.12290965765714645
0,12599,0.15379035472869873
0,12649,0.1477784961462021
0,12699,0.15283836424350739
0,12749,0.19835878908634186
0,12799,0.14805220067501068
0,12849,0.16633479297161102
0,12899,0.14790403842926025
0,12949,0.1225425973534584
0,12999,0.12593388557434082
0,13049,0.1503087729215622
0,13099,0.1772189885377884
0,13149,0.13271619379520416
0,13199,0.12521451711654663
0,13249,0.1303091198205948
0,13299,0.134078711271286
0,13349,0.1362203061580658
0,13399,0.13686104118824005
0,13449,0.13326698541641235
0,13499,0.1403067708015442
0,13549,0.16993239521980286
0,13599,0.1502234786748886
0,13649,0.1299237161874771
0,13699,0.17361734807491302
0,13749,0.10697925090789795
0,13799,0.15510916709899902
0,13849,0.12062443792819977
0,13899,0.12808766961097717
0,13949,0.1409415453672409
0,13999,0.13077382743358612
0,14049,0.14357583224773407
0,14099,0.1355096846818924
0,14149,0.13890668749809265
0,14199,0.12361334264278412
0,14249,0.14787557721138
0,14299,0.1529814749956131
0,14349,0.16064158082008362
0,14399,0.12766557931900024
0,14449,0.14519497752189636
0,14499,0.10940861701965332
0,14549,0.12072379142045975
0,14599,0.11829257011413574
0,14649,0.1544758677482605
0,14699,0.17266452312469482
0,14749,0.13038375973701477
0,14799,0.1514388471841812
0,14849,0.10654765367507935
0,14899,0.11670172959566116
0,14949,0.1164901852607727
0,14999,0.14227347075939178
0,15049,0.151749387383461
0,15099,0.11165591329336166
0,15149,0.1757773905992508
0,15199,0.12207505851984024
0,15249,0.1180938333272934
0,15299,0.12004560977220535
0,15349,0.18958723545074463
0,15399,0.14172692596912384
0,15449,0.14919230341911316
0,15499,0.13304953277111053
0,15549,0.14620955288410187
0,15599,0.13593830168247223
0,15649,0.1332666426897049
0,15699,0.11733973026275635
0,15749,0.17572787404060364
0,15799,0.13764911890029907
0,15849,0.14328868687152863
0,15899,0.13666945695877075
0,15949,0.1215379387140274
0,15999,0.10218513756990433
0,16049,0.1302676498889923
0,16099,0.12898480892181396
0,16149,0.15471906960010529
0,16199,0.15285839140415192
0,16249,0.11373233050107956
0,16299,0.12823158502578735
0,16349,0.12535107135772705
0,16399,0.11109128594398499
0,16449,0.11528297513723373
0,16499,0.11021219193935394
0,16549,0.14702823758125305
0,16599,0.15086722373962402
0,16649,0.11958607286214828
0,16699,0.15965530276298523
0,16749,0.11618869751691818
0,16799,0.14692820608615875
0,16849,0.13102120161056519
0,16899,0.09984835237264633
0,16949,0.14475366473197937
0,16999,0.12737101316452026
0,17049,0.12303054332733154
0,17099,0.13565082848072052
0,17149,0.1338156759738922
0,17199,0.15555579960346222
